"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2"
"https://www.google.co.th/maps/place/%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%26%E2%80%8B+%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%8A%E0%B8%B2%E0%B8%95%E0%B8%B4%E2%80%8B%E0%B8%A3%E0%B8%B5%E2%80%8B%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97+@+%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1%E2%80%8B/data=!4m10!3m9!1s0x313c0d9e3f002533:0xbe9be3e65272f324!5m2!4m1!1i2!8m2!3d17.3861597!4d104.7062846!16s%2Fg%2F11jrpc_lr1!19sChIJMyUAP54NPDERJPNyUubjm74?authuser=0&hl=th&rclk=1","คาเฟ่ &​ ธรรมชาติ​รี​สอร์ท @ นครพนม​","4.6","(70)","ร้านอาหาร","","","","","https://lh5.googleusercontent.com/p/AF1QipPkFI48AMxVk8HvBJ-eTDLthmXQBkVrwIetBw_H=w80-h106-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%A1%E0%B8%B0%E0%B8%A3%E0%B8%B0+%E0%B9%80%E0%B8%88%E0%B9%8A%E0%B8%AB%E0%B8%99%E0%B9%88%E0%B8%AD%E0%B8%A2+%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%AA%E0%B8%99%E0%B8%B2%E0%B8%A1%E0%B8%9A%E0%B8%B4%E0%B8%99%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1/data=!4m7!3m6!1s0x313c0dbca123455b:0x97aa0d0568ccbe52!8m2!3d17.3695089!4d104.6749728!16s%2Fg%2F11swvd_5gz!19sChIJW0UjobwNPDERUr7MaAUNqpc?authuser=0&hl=th&rclk=1","ก๋วยเตี๋ยวไก่มะระ เจ๊หน่อย หน้าสนามบินนครพนม","4.9","(7)","ร้านก๋วยเตี๋ยว","·","9M9F+RX5","ปิดอยู่","⋅ เปิด 09:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipP-6EKiogGGxKuDsFuDGRe28SsCWJwp315gEWQb=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%9B%E0%B8%B4%E0%B9%89%E0%B8%87%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%AB%E0%B8%A1%E0%B9%88%E0%B8%B2%E0%B8%A5%E0%B9%88%E0%B8%B2%26%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%9B%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88100/data=!4m7!3m6!1s0x313c0be14c6354a9:0x8dca7b025b77e781!8m2!3d17.4188854!4d104.6995991!16s%2Fg%2F11v9yskxc4!19sChIJqVRjTOELPDERged3WwJ7yo0?authuser=0&hl=th&rclk=1","ปิ้งย่างหม่าล่า&น้ำปั่นบ้านเลขที่100","","","ร้านอาหาร","·","บ้าน 100​ หมู่3","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i4tANqx_kJTqhlyKJtprrg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=286.7075&pitch=0&thumbfov=100","สั่งกลับบ้าน","",""
"https://www.google.co.th/maps/place/Nakhonphanom+Park+Cafe+%26+Bar/data=!4m7!3m6!1s0x313c0daa6db436c9:0xb867f794a6ff61d9!8m2!3d17.3830097!4d104.7320407!16s%2Fg%2F11ry7vnh8x!19sChIJyTa0baoNPDER2WH_ppT3Z7g?authuser=0&hl=th&rclk=1","Nakhonphanom Park Cafe & Bar","3.5","(2)","ร้านอาหาร","·","เลขที่ 22","เปิด","⋅ ปิด 22:00","https://lh5.googleusercontent.com/p/AF1QipOb3XX6TlbroSiEex2M8wk_rlBVilGNduFzfdAK=w80-h142-k-no","นั่งรับประทานที่ร้าน","·","ไดรฟ์ทรู"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%AA%E0%B8%A1%E0%B9%82%E0%B8%A0%E0%B8%8A%E0%B8%99%E0%B9%8C%E0%B9%82%E0%B8%84%E0%B8%95%E0%B8%A3%E0%B9%81%E0%B8%8B%E0%B8%9A/data=!4m7!3m6!1s0x313c0d10125483a1:0xaf12bbf44e932659!8m2!3d17.3831681!4d104.7145608!16s%2Fg%2F11vj9vz4qk!19sChIJoYNUEhANPDERWSaTTvS7Eq8?authuser=0&hl=th&rclk=1","ร้านก๋วยเตี๋ยวสมโภชน์โคตรแซบ","","","ร้านก๋วยเตี๋ยว","·","141","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=13ZV2Ghcq4VP6Xj-2uinIg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=156.92815&pitch=0&thumbfov=100","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%99%E0%B8%B1%E0%B8%94%E0%B8%8A%E0%B8%B8%E0%B8%A1%E0%B8%8A%E0%B8%99%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%99%E0%B8%B4%E0%B8%99%E0%B8%AA%E0%B8%B0%E0%B8%AD%E0%B8%B2%E0%B8%94/data=!4m7!3m6!1s0x313c0c73c7e9af23:0x4c0fdfab5120ff7c!8m2!3d17.3921532!4d104.7241578!16s%2Fg%2F11c6tzdthb!19sChIJI6_px3MMPDERfP8gUavfD0w?authuser=0&hl=th&rclk=1","ตลาดนัดชุมชนบ้านเนินสะอาด","4.6","(5)","ร้านอาหาร","·","9PRF+VM7","ปิดอยู่","⋅ เปิด 03:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipMVmu-oeQr4P2kM5PLY0qbj_fO7iC6FhuQSNPLP=w80-h106-k-no","สั่งกลับบ้าน","",""
"https://www.google.co.th/maps/place/A10%E0%B8%8A%E0%B8%B2%E0%B8%9A%E0%B8%B9/data=!4m7!3m6!1s0x313c0bb8debd032f:0xe61bd047b7e48d74!8m2!3d17.4188854!4d104.6995991!16s%2Fg%2F11h219rbd7!19sChIJLwO93rgLPDERdI3kt0fQG-Y?authuser=0&hl=th&rclk=1","A10ชาบู","","","ร้านอาหาร","·","เลขที่ 326 หมู่ 8 หมู่บ้าน เนินสะอาด","เปิด","⋅ ปิด 22:00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i4tANqx_kJTqhlyKJtprrg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=286.7075&pitch=0&thumbfov=100","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%94%E0%B8%8A/data=!4m7!3m6!1s0x313c0c17bb2b8d41:0x1bab99884bc10936!8m2!3d17.3821327!4d104.736911!16s%2Fg%2F1pzwfcm0p!19sChIJQY0ruxcMPDERNgnBS4iZqxs?authuser=0&hl=th&rclk=1","ร้านก๋วยเตี๋ยวลุงเดช","4.2","(91)","ร้านก๋วยเตี๋ยว","·","30 หมู่ 12, ถนนหนองญาติ-นาแก, ตำบลหนองญาติ อำเภอเมือง จังหวัดนครพนม, 48000","ปิดอยู่","⋅ เปิด 08:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipMpnhxLxhMu9aPxR0ykS71tbglR5fbrU5wGgAVn=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9E%E0%B8%A3%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%A2%E0%B9%8C+%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87/data=!4m7!3m6!1s0x313c0c1724b363c9:0x59d54b4921891e74!8m2!3d17.38039!4d104.7371785!16s%2Fg%2F11dx8ptmkq!19sChIJyWOzJBcMPDERdB6JIUlL1Vk?authuser=0&hl=th&rclk=1","ครัวพรทิพย์ อาหารตามสั่ง","3.8","(31)","ร้านอาหาร","·","106 ถนนเลี่ยงเมือง","ปิดอยู่","⋅ เปิด 05:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipNlvi8eY39cqk15-4OXyHK9VnWSUz-ZEkteZ4JO=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","รับสินค้าโดยไม่ต้องลงจากรถ"
"https://www.google.co.th/maps/place/%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%8A%E0%B9%89%E0%B8%B2+%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E/data=!4m7!3m6!1s0x313c0b63f24663e3:0xcf535c8e21f1db07!8m2!3d17.4003575!4d104.7339708!16s%2Fg%2F11pzw4qg90!19sChIJ42NG8mMLPDERB9vxIY5cU88?authuser=0&hl=th&rclk=1","อาหารเช้า เพื่อสุขภาพ","5.0","(1)","อาหารจานด่วน","·","320 หมู่ 11 บ้านนา","ปิดอยู่","⋅ เปิด 06:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipPZCUmk8UmXVt13M6T6r3Fe3wsHZwsVP91xKE-E=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","รับสินค้าโดยไม่ต้องลงจากรถ"
"https://www.google.co.th/maps/place/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B9%84%E0%B8%AD%E0%B8%8B%E0%B9%8C/data=!4m7!3m6!1s0x313c0d841bdc7067:0xaa3eb291650304b1!8m2!3d17.3926602!4d104.7269212!16s%2Fg%2F11vq8j_s7m!19sChIJZ3DcG4QNPDERsQQDZZGyPqo?authuser=0&hl=th&rclk=1","บ้านน้องไอซ์","","","ร้านอาหาร","·","บ้าน 142 หมู่8","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nszuu7dgwizH7Ofmg7twpg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=269.44055&pitch=0&thumbfov=100","","",""
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%9B%E0%B8%B8%E0%B9%89%E0%B8%99%E0%B9%80%E0%B8%9E%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%9E%E0%B8%B9%E0%B8%A5%26%E0%B8%AA%E0%B9%89%E0%B8%A1%E0%B8%95%E0%B8%B3%26%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%97%E0%B8%AD%E0%B8%94%E0%B9%80%E0%B8%88%E0%B9%8A%E0%B9%80%E0%B8%AD%E0%B9%8B/data=!4m7!3m6!1s0x313c0c172db07f45:0x1ad50efb8674a6f3!8m2!3d17.381168!4d104.7380332!16s%2Fg%2F11gf5tmnlv!19sChIJRX-wLRcMPDER86Z0hvsO1Ro?authuser=0&hl=th&rclk=1","ร้านข้าวปุ้นเพิ่มพูล&ส้มตำ&ไก่ทอดเจ๊เอ๋","3.3","(3)","ร้านอาหาร","·","9PJQ+F67","เปิดอยู่","⋅ ปิด 08:30 พฤ.","https://lh5.googleusercontent.com/p/AF1QipPAJFx7GtET6D8SvSwsJrubSI7vjeRFBgMLjL3E=w163-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9B%E0%B8%A5%E0%B8%B1%E0%B8%94/data=!4m7!3m6!1s0x313c0c1a16390d5d:0xc565751be7fd5ed6!8m2!3d17.382082!4d104.7418016!16s%2Fg%2F11fx8wdqcd!19sChIJXQ05FhoMPDER1l795xt1ZcU?authuser=0&hl=th&rclk=1","ร้านครัวปลัด","4.2","(12)","ร้านอาหาร","·","481 หมู่ 6 บ้าน หนอง ญาติ","ใกล้ปิดแล้ว","⋅ 20:00 ⋅ เปิด 07:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipNHQ2fsTLUd5RTn9qGrUITECY78Ns2gCP_1nv2_=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A1%E0%B8%B2%E0%B8%8B%E0%B8%B4%E0%B8%88%E0%B9%8A%E0%B8%B0BrawNy/data=!4m7!3m6!1s0x313c0d337e6cf04f:0xb8f7fdaab546335f!8m2!3d17.3791215!4d104.737386!16s%2Fg%2F11h4gms7m8!19sChIJT_BsfjMNPDERXzNGtar997g?authuser=0&hl=th&rclk=1","ร้านมาซิจ๊ะBrawNy","4.0","(3)","ร้านอาหาร","·","201 หมู่2","เปิด","⋅ ปิด 23:00","https://lh5.googleusercontent.com/p/AF1QipOgpIJovTJrgAtBkOmHAUD11yIC5qF45DiBmhB2=w163-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%95%E0%B8%B9%E0%B9%89%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%E0%B9%80%E0%B8%A1%E0%B8%99%E0%B8%B9%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%86/data=!4m7!3m6!1s0x313c0d4b95bf1ce7:0x93f25642d4c7d2ee!8m2!3d17.3903436!4d104.7257009!16s%2Fg%2F11h2n2f3j6!19sChIJ5xy_lUsNPDER7tLH1EJW8pM?authuser=0&hl=th&rclk=1","หลังตู้คาเฟ่ เมนูเนื้อๆ","","","ร้านอาหาร","·","9PRG+47P","เปิด 24 ชั่วโมง","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=okVQs6dsZJRLxzD7h_JbaA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=66.13064&pitch=0&thumbfov=100","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%AA%E0%B8%B2/data=!4m7!3m6!1s0x313c0dda3e7297cb:0x56519d5fa8549476!8m2!3d17.3822853!4d104.7146184!16s%2Fg%2F11st8x9fx0!19sChIJy5dyPtoNPDERdpRUqF-dUVY?authuser=0&hl=th&rclk=1","ครัวคุณสา","","","ร้านอาหาร","·","59 1","ปิดอยู่","⋅ เปิด 07:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipODknFho8ZXDCq3KSad-_sVUtWZ9wBrZyHSb1Mr=w80-h113-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A7%E0%B8%AA%E0%B8%B8/data=!4m7!3m6!1s0x313c0d89ce8ebfc5:0x649786a9ce9170fc!8m2!3d17.3987359!4d104.7161805!16s%2Fg%2F11svnh6px_!19sChIJxb-OzokNPDER_HCRzqmGl2Q?authuser=0&hl=th&rclk=1","ครัววสุ","","","อาหารจานด่วน","·","ซอยข้าง ม.นครพนม, 253/3 บ้าน","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8lEWb0LGUZex2yn-eYNicA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=226.10425&pitch=0&thumbfov=100","สั่งกลับบ้าน","",""
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B8%9E%E0%B8%B4%E0%B8%99%E0%B8%A5%E0%B8%B2%E0%B8%9A%E0%B8%81%E0%B9%89%E0%B8%AD%E0%B8%A2/data=!4m7!3m6!1s0x313c0dea273d163f:0x9fcbb6ec2cc4301!8m2!3d17.3947057!4d104.7248332!16s%2Fg%2F11k65ynrh9!19sChIJPxY9J-oNPDERAUPMwm67_Ak?authuser=0&hl=th&rclk=1","ร้านแม่พินลาบก้อย","","","ร้านอาหาร","·","ต 252 ม.8 บ","ปิดอยู่","⋅ เปิด 09:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipPsZ16Vc-Qj-QfYj_k46EmmWOVsxbH5xGvIzhgo=w80-h106-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AA%E0%B8%B3%E0%B8%A3%E0%B8%B2%E0%B8%8D%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1/data=!4m7!3m6!1s0x313c0ba3ad7a5db9:0xa72fe658180e7840!8m2!3d17.4518495!4d104.7461218!16s%2Fg%2F11rcq3bnht!19sChIJuV16raMLPDERQHgOGFjmL6c?authuser=0&hl=th&rclk=1","ร้านอาหารเจ้าสำราญนครพนม","4.8","(19)","ร้านอาหาร","·","·","เปิด","⋅ ปิด 23:00","https://lh5.googleusercontent.com/p/AF1QipNiwwyRtGax3A5SLSQYfW_ysUUKKY6n0YINhzCK=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%9B%E0%B9%8B%E0%B8%99%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99/data=!4m7!3m6!1s0x313c0ddb33c9dcfd:0xf90b87955fc46c44!8m2!3d17.4497508!4d104.7470192!16s%2Fg%2F11c52rrhbc!19sChIJ_dzJM9sNPDERRGzEX5WHC_k?authuser=0&hl=th&rclk=1","ร้านเป๋นปลาเป็น","4.4","(1,160)","ร้านอาหาร","·","115 หมู่ที่ 6 หมู่บ้าน อาจสามารถ","เปิด","⋅ ปิด 21:00","https://lh5.googleusercontent.com/p/AF1QipPcDTc7ctRR4roZA6DIbUoHTHCbDXp80qaqW1km=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9E%E0%B8%A3%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99/data=!4m7!3m6!1s0x313c0c1a7475e0fd:0xbcc6177e2e90cacf!8m2!3d17.3828904!4d104.7410389!16s%2Fg%2F11gg6c4lwv!19sChIJ_eB1dBoMPDERz8qQLn4Xxrw?authuser=0&hl=th&rclk=1","ครัวพรตะวัน","3.8","(5)","ร้านอาหาร","·","9PMR+5C3 ต","เปิด","⋅ ปิด 21:00","https://lh5.googleusercontent.com/p/AF1QipOnWyIrWUk012J431KjSwlYGDcA5fqgV-ZYIJDq=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%AE%E0%B8%B4%E0%B8%A1%E0%B8%97%E0%B8%B2%E0%B8%87/data=!4m7!3m6!1s0x313c0d4185e3ee6f:0xe3b208bfcc103e30!8m2!3d17.3966891!4d104.687936!16s%2Fg%2F11shnpwy2v!19sChIJb-7jhUENPDERMD4QzL8IsuM?authuser=0&hl=th&rclk=1","ร้านอาหารฮิมทาง","","","ร้านอาหาร","·","214 ต","ปิดอยู่","⋅ เปิด 09:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipOezxio8iiWGc2rQg7wut47Hg2wiu9ODixcrMXp=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%95%E0%B8%B3%E0%B9%81%E0%B8%8B%E0%B8%9A+%E0%B8%A2%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%A7+By+%E0%B9%80%E0%B8%88%E0%B9%87%E0%B8%95%E0%B8%B8%E0%B9%89%E0%B8%A2/data=!4m7!3m6!1s0x313c0d8568936c91:0x9ad33a9a6ebd3f58!8m2!3d17.3928257!4d104.7268715!16s%2Fg%2F11vzqgltj_!19sChIJkWyTaIUNPDERWD-9bpo605o?authuser=0&hl=th&rclk=1","ตำแซบ ยำนัว By เจ็ตุ้ย","","","อาหารจานด่วน","·","บ้าน 168/8","เปิด 24 ชั่วโมง","","https://lh5.googleusercontent.com/p/AF1QipMs2Jo9HDyY1TjPRJhQqJOU_aT9gsNwiSlNe9GS=w115-h92-k-no","นั่งรับประทานที่ร้าน","·","ไดรฟ์ทรู"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B8%A1%E0%B8%B8%E0%B8%A1%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87+%E0%B8%A1.%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1/data=!4m7!3m6!1s0x313c0d21eb9d7335:0x47bf325bfbc00bbf!8m2!3d17.3941156!4d104.7239612!16s%2Fg%2F11r9bj_vbm!19sChIJNXOd6yENPDERvwvA-1syv0c?authuser=0&hl=th&rclk=1","ร้านหัวมุมอาหารตามสั่ง ม.นครพนม","","","ร้านอาหาร","·","9PVF+JHW Nern Sa-At Road","ปิดอยู่","⋅ เปิด 09:00 พฤ.","https://lh5.googleusercontent.com/p/AF1QipM-fPICI9otHdHxlaCoh0CRr-cfqND4d4ixTbpo=w80-h106-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A5%E0%B8%B2%E0%B8%9A%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%94%E0%B8%99%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%8A/data=!4m7!3m6!1s0x313c0d00457da909:0x5e18b48116996ab9!8m2!3d17.3973482!4d104.737075!16s%2Fg%2F11vx718n2d!19sChIJCal9RQANPDERuWqZFoG0GF4?authuser=0&hl=th&rclk=1","ร้านลาบเป็ดนาราช","","","เหมาะสำหรับครอบครัว","·","9PWP+WR","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EI2qxNHke99ecUpcKgfW6Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=161.96382&pitch=0&thumbfov=100","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B9%80%E0%B8%88%E0%B9%89%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88%E0%B8%AB%E0%B8%AD%E0%B8%A2%E0%B8%97%E0%B8%AD%E0%B8%94/data=!4m7!3m6!1s0x313c0d5f81e6db4f:0xe8b139e2891a4db7!8m2!3d17.3793569!4d104.7358851!16s%2Fg%2F11vj9xyphq!19sChIJT9vmgV8NPDERt00aieI5seg?authuser=0&hl=th&rclk=1","เจ้ใหม่หอยทอด","","","ไทย","·","58","เปิด 24 ชั่วโมง","","https://lh5.googleusercontent.com/p/AF1QipO2sdgYjt4ANBpTdLjlFkcxgoYNzEpyO3dDmKI2=w80-h106-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
"https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B9%82%E0%B8%82%E0%B8%87/data=!4m7!3m6!1s0x313c0bd4b247b0d1:0xbf16467fa2e4daf8!8m2!3d17.4522228!4d104.7460245!16s%2Fg%2F11sy9067zc!19sChIJ0bBHstQLPDER-Nrkon9GFr8?authuser=0&hl=th&rclk=1","ร้านรัตน์ริมโขง","4.5","(33)","ร้านอาหาร","·","57","เปิด","⋅ ปิด 21:30","https://lh5.googleusercontent.com/p/AF1QipN5B3hF07s07VZP38T2H1sg4gnYvq4SKFzcPTKw=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","รับสินค้าโดยไม่ต้องลงจากรถ"
"https://www.google.co.th/maps/place/%E0%B9%80%E0%B8%95%E0%B8%B4%E0%B8%9A%E0%B9%82%E0%B8%95./data=!4m7!3m6!1s0x313c0ba357188945:0xbde0c5098255faa9!8m2!3d17.4517132!4d104.7462736!16s%2Fg%2F11p_19y_xy!19sChIJRYkYV6MLPDERqfpVggnF4L0?authuser=0&hl=th&rclk=1","เติบโต.","4.5","(75)","เหมาะสำหรับครอบครัว","·","FP2W+MGJ","เปิด","⋅ ปิด 22:00","https://lh5.googleusercontent.com/p/AF1QipOC2X15ScM5btp6lCWI88eBohvLX--goUSV1-0z=w122-h92-k-no","นั่งรับประทานที่ร้าน","·","สั่งกลับบ้าน"
